Name,Phone,Address,Email,Location
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Delaware
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Delaware
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Delaware
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Delaware
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Delaware
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Delaware
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Delaware
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Delaware
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Delaware
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Delaware
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Delaware
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Delaware
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Delaware
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Delaware
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Delaware
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Delaware
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Delaware
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Delaware
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Delaware
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Delaware
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Delaware
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Delaware
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Delaware
Ochsner Urgent Care French Quarter,(504) 609-3833,"201 Decatur St, New Orleans, LA 70130",N/A,Florida
Downtown New Orleans,(504) 561-1051,"318 Baronne St, New Orleans, LA 70112",N/A,Florida
Ochsner Urgent Care Warehouse District,(504) 552-2433,"900 Magazine St, New Orleans, LA 70130",N/A,Florida
Ochsner Urgent Care Mid-City,(504) 218-4853,"231 N Carrollton Ave, New Orleans, LA 70119",N/A,Florida
Algiers Urgent Care,(504) 362-2829,"3801 General Degaulle Dr, New Orleans, LA 70114",N/A,Florida
LCMC Health Urgent Care Lakeview,(504) 309-7108,"826 Harrison Ave, New Orleans, LA 70124",N/A,Florida
In and Out Urgent Care Uptown,(504) 666-9849,"6225 S Claiborne Ave, New Orleans, LA 70125",N/A,Florida
Ochsner Urgent Care Lakeview,(504) 286-2004,"111 Allen Toussaint Blvd Ste C, New Orleans, LA 70124",N/A,Florida
Doctors After Hours Lakeview,(504) 288-3456,"101 W Robert E Lee Blvd, New Orleans, LA 70124",N/A,Florida
Ochsner Urgent Care Uptown,(504) 891-7676,"4605 Magazine St, New Orleans, LA 70115",N/A,Florida
The Urgent Care Westbank,(504) 393-2273,"148 Wall Blvd, Gretna, LA 70056",N/A,Florida
"Doctors After Hours, LLC",(504) 336-2515,"2515 Manhattan Blvd, Harvey, LA 70058",N/A,Florida
Ochsner Urgent Care & OCC Health West Bank,(504) 309-5015,"1625 Barataria Blvd, Marrero, LA 70072",N/A,Florida
Jefferson,(504) 837-6447,"4015 Jefferson Hwy, Jefferson, LA 70121",N/A,Florida
Ochsner Health Center Lapalco,(504) 371-9355,"4225 Lapalco Blvd, Marrero, LA 70072",N/A,Florida
AUC Urgent Care Marrero,(504) 301-2825,"4945 Lapalco Blvd, Marrero, LA 70072",N/A,Florida
Rapid Urgent Care Metairie,(504) 218-8959,"3908 Veterans Memorial Blvd, Metairie, LA 70002",N/A,Florida
Doctors After Hours Clearview,(504) 455-4433,"1000 Clearview Pkwy, Metairie, LA 70001",N/A,Florida
Ochsner OCC Health Urgent Care Metairie,(504) 779-2667,"3530 Houma Blvd, Metairie, LA 70006",N/A,Florida
Pelican State Outpatient Center,(504) 818-0006,"1525 Dickory Ave, Harahan, LA 70123",N/A,Florida
Ochsner Urgent Care River Ridge,(504) 739-9494,"9605 Jefferson Hwy, River Ridge, LA 70123",N/A,Florida
Ochsner OCC Health Urgent Care Kenner,(504) 467-5748,"2552 Williams Blvd, Kenner, LA 70062",N/A,Florida
Kenner,(504) 468-1506,"1600 Williams Blvd, Kenner, LA 70062",N/A,Florida
Ochsner Urgent Care Kenner,(504) 461-9660,"3417 Williams Blvd, Kenner, LA 70065",N/A,Florida
Rapid Urgent Care Slidell,(985) 326-8283,"2170 Gause Blvd W, Slidell, LA 70460",N/A,Florida
Rapid Urgent Care Mandeville,(985) 674-4464,"1111 N Causeway Blvd, Mandeville, LA 70471",N/A,Florida
Ochsner Urgent Cxare Mandeville,(985) 778-2510,"2735 Highway 190, Mandeville, LA 70471",N/A,Florida
The Urgent Care Laplace,(985) 359-2273,"113 Belle Terre Blvd, La Place, LA 70068",N/A,Florida
Ochsner Urgent Care & OCC Health Covington,(985) 327-6095,"1111 Greengate Dr, Covington, LA 70433",N/A,Florida
Lake Urgent Care North Shore,(985) 888-1117,"70340 Highway 21, Covington, LA 70433",N/A,Florida
In and Out Urgent Care Uptown,(504) 666-9849,"222 N Vermont St, Covington, LA 70433",N/A,Florida
Rapid Urgent Care Covington,(985) 875-0077,"218 E Boston St, Covington, LA 70433",N/A,Florida
Plaquemines Medical Center,(985) 564-3344,"27136 Highway 23, Port Sulphur, LA 70083",N/A,Florida
Total Urgent Care,(985) 632-1820,"314 Highway 3162, Cut Off, LA 70345",N/A,Florida
Lake After Hours Hammond,(985) 375-9979,"42205 Veterans Ave, Hammond, LA 70403",N/A,Florida
Ochsner Urgent Care Thibodaux,(985) 446-5210,"318 N Canal Blvd, Thibodaux, LA 70301",N/A,Florida
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Georgia
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Georgia
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Georgia
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Georgia
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Georgia
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Georgia
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Georgia
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Georgia
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Georgia
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Georgia
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Georgia
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Georgia
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Georgia
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Georgia
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Georgia
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Georgia
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Georgia
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Georgia
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Georgia
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Georgia
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Georgia
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Georgia
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Georgia
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Georgia
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Georgia
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Georgia
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Georgia
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Georgia
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Georgia
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Georgia
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Georgia
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Georgia
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Georgia
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Georgia
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Georgia
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Hawaii
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Hawaii
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Hawaii
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Hawaii
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Hawaii
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Hawaii
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Hawaii
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Hawaii
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Hawaii
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Hawaii
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Hawaii
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Hawaii
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Hawaii
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Hawaii
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Hawaii
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Hawaii
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Hawaii
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Hawaii
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Hawaii
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Hawaii
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Hawaii
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Hawaii
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Hawaii
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Hawaii
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Hawaii
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Hawaii
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Hawaii
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Hawaii
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Hawaii
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Hawaii
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Hawaii
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Hawaii
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Hawaii
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Hawaii
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Hawaii
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Idaho
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Idaho
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Idaho
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Idaho
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Idaho
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Idaho
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Idaho
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Idaho
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Idaho
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Idaho
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Idaho
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Idaho
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Idaho
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Idaho
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Idaho
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Idaho
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Idaho
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Idaho
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Idaho
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Idaho
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Idaho
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Idaho
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Idaho
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Idaho
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Idaho
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Idaho
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Idaho
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Idaho
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Idaho
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Idaho
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Idaho
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Idaho
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Idaho
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Idaho
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Idaho
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Illinois
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Illinois
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Illinois
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Illinois
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Illinois
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Illinois
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Illinois
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Illinois
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Illinois
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Illinois
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Illinois
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Illinois
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Illinois
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Illinois
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Illinois
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Illinois
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Illinois
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Illinois
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Illinois
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Illinois
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Illinois
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Illinois
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Illinois
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Illinois
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Illinois
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Illinois
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Illinois
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Illinois
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Illinois
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Illinois
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Illinois
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Illinois
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Illinois
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Illinois
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Illinois
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Indiana
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Indiana
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Indiana
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Indiana
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Indiana
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Indiana
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Indiana
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Indiana
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Indiana
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Indiana
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Indiana
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Indiana
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Indiana
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Indiana
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Indiana
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Indiana
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Indiana
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Indiana
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Indiana
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Indiana
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Indiana
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Indiana
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Indiana
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Indiana
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Indiana
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Indiana
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Indiana
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Indiana
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Indiana
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Indiana
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Indiana
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Indiana
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Indiana
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Indiana
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Indiana
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Iowa
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Iowa
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Iowa
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Iowa
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Iowa
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Iowa
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Iowa
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Iowa
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Iowa
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Iowa
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Iowa
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Iowa
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Iowa
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Iowa
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Iowa
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Iowa
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Iowa
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Iowa
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Iowa
